id,name,Release Year,Score Rating
7603,Hellblade: Senua's Sacrifice,2017.0,85.63
7634,RUSH,2010.0,86.05
7635,Primordia,2012.0,76.22
7650,The Last Express,1997.0,89.94
7739,Might and Magic VII: For Blood and Honor,1999.0,89.1
7789,The Binding of Isaac: Rebirth,2014.0,91.56
7824,Choplifter III,1994.0,87.5
7841,Kingdom Hearts HD 2.5 ReMIX,2014.0,87.39
7881,ESPN NFL 2K5,2004.0,95.44
7900,Neverwinter Nights: Hordes of the Underdark,2003.0,89.82
7936,La-Mulana,2011.0,89.39
8002,TOCA World Touring Cars,2000.0,89.54
8072,Sanitarium,1998.0,88.69
8100,Haunting Starring Polterguy,1993.0,89.9
8145,Spelunky Classic,2008.0,90.11
8167,Rhythm Heaven,2008.0,87.08
8195,RoboCop Versus The Terminator,1993.0,87.28
8197,Tetris,1984.0,87.4
8199,Space Invaders Extreme 2,2009.0,85.51
8211,Dead or Alive 5: Last Round,2015.0,78.58
8214,Cave Story+,2011.0,84.59
8240,SOCOM II: U.S. Navy SEALs,2003.0,89.08
8247,Marvel vs. Capcom 2: New Age of Heroes,2000.0,82.79
8254,Resident Evil,2014.0,84.94
8257,Centurion: Defender of Rome,1990.0,90.32
8288,The Banner Saga 2,2016.0,87.01
8292,Discworld II: Missing Presumed...!?,1996.0,90.88
8293,Discworld Noir,1999.0,92.34
8307,Lemmings 2: The Tribes,1993.0,89.56
8362,Geneforge,2001.0,86.62
8389,ToeJam & Earl,1991.0,89.14
8467,Velocity 2X,2014.0,84.41
8471,Startopia,2001.0,89.87
8477,Alien vs Predator,1994.0,89.02
8492,Lisa,2014.0,93.95
8584,Fistful of Frags,2014.0,85.68
8593,The Legend of Zelda: Majora's Mask 3D,2015.0,91.35
8711,Marathon Infinity,1996.0,90.72
8734,Super Mario Bros. Crossover,2010.0,89.97
8735,Abobo's Big Adventure,2012.0,89.23
8749,N+,2008.0,83.87
8750,N++,2015.0,88.91
8763,Crimzon Clover: World Ignition,2014.0,89.38
8773,Homeworld: Remastered Collection,2015.0,91.15
8864,Shadowrun: Dragonfall - Director's Cut,2014.0,82.63
8912,Fast Food Tycoon,2000.0,89.4
8947,Guild Wars: Nightfall,2006.0,82.7
8968,Everlasting Summer,2014.0,88.66
8969,Guild Wars: Eye of the North,2007.0,83.64
8973,Football Manager 2012,2011.0,88.49
8974,Football Manager 2013,2012.0,89.4
8975,Football Manager 2014,2013.0,86.02
8986,The Legend of Heroes: Trails in the Sky,2004.0,86.42
9014,Quadrilateral Cowboy,2016.0,86.25
9035,Tormentum: Dark Sorrow,2015.0,82.18
9037,The Blackwell Deception,2011.0,86.6
9046,Chroma Squad,2015.0,79.78
9058,Praetorians,2003.0,86.4
9059,Imperial Glory,2005.0,78.86
9061,Cuphead,2017.0,86.92
9067,StarCraft 64,2000.0,86.61
9103,Elasto Mania,2000.0,91.73
9112,The Book of Unwritten Tales 2,2015.0,80.92
9142,Guilty Gear X2,2002.0,85.76
9143,Guilty Gear X2 #Reload,2003.0,77.89
9146,Guilty Gear XX Accent Core Plus R,2012.0,45.12
9191,Lords of Xulima,2014.0,77.95
9232,Pirates! Gold,1993.0,89.82
9262,The Incredible Machine 2,1994.0,95.5
9495,Squad,2020.0,84.81
9532,Urban Terror,2000.0,85.12
9538,Original War,2001.0,85.15
9542,Poseidon: Master of Atlantis,2001.0,86.48
9577,Persona 3,2006.0,90.84
9587,Xonotic,2011.0,91.26
9600,Persona 4,2008.0,90.55
9601,Henry Hatsworth in the Puzzling Adventure,2009.0,88.68
9607,CLANNAD,2004.0,90.88
9609,Distance,2018.0,87.53
9611,Castle in the Darkness,2015.0,87.36
9620,Megadimension Neptunia VII,2015.0,78.52
9627,Gnomoria,2016.0,86.29
9632,From The Depths,2020.0,87.77
9633,Terranigma,1995.0,89.06
9643,Return of the Obra Dinn,2018.0,92.72
9694,Danganronpa 2: Goodbye Despair,2012.0,85.23
9700,Higurashi: When They Cry,2002.0,89.93
9740,Deus Ex: Human Revolution - Director's Cut,2013.0,90.0
9759,Total War: Warhammer II - Serpent God Edition,2017.0,89.87
9789,RimWorld,2018.0,80.61
9808,Vertical Drop Heroes HD,2014.0,79.51
9809,Creeper World 3: Arc Eternal,2014.0,89.98
9833,Warlords Battlecry II,2002.0,85.25
9834,Warlords Battlecry III,2004.0,87.46
9840,Fieldrunners 2,2012.0,85.99
9894,1nsane,2000.0,89.97
9898,Total War: Warhammer,2016.0,86.91
9927,Persona 5,2016.0,93.95
10039,Superfighters Deluxe,2018.0,95.45
10107,Corsairs: Conquest at Sea,1999.0,91.14
10121,Sensible World of Soccer,1994.0,85.16
10166,Dark Void Zero,2010.0,86.0
10175,Decay: The Mare,2015.0,90.0
10192,The Ultimate DOOM,1995.0,88.96
10222,The Revenge of Shinobi,2002.0,87.0
10235,Chuckie Egg,1983.0,83.35
10496,Wizardry: Bane of the Cosmic Forge,1990.0,97.9
10578,Myths Of Orion: Light from the North,2014.0,90.0
10583,Nancy Drew: Shadow at the Water's Edge,2010.0,85.11
10760,Bloodstained: Ritual of the Night,2019.0,83.86
10951,Tales from the Dragon Mountain 2: The Lair,2014.0,90.0
10962,Uncharted: The Nathan Drake Collection,2015.0,87.28
11002,Earth Defense Force 4.1: The Shadow of New Despair,2015.0,76.97
11051,Mushihimesama,2004.0,86.17
11104,Battle Realms: Winter of the Wolf,2002.0,87.86
11118,Dishonored 2,2016.0,85.97
11133,Dark Souls III,2016.0,87.64
11156,Horizon Zero Dawn,2017.0,90.84
11169,Final Fantasy VII Remake,2020.0,88.84
11208,NieR: Automata,2017.0,91.19
11210,Star Ocean: The Second Story,1998.0,89.39
11212,Star Ocean: Till the End of Time,2003.0,83.85
11219,Sonic the Hedgehog 3 & Knuckles,1994.0,89.72
11222,Windjammers,1994.0,83.39
11226,Anstoss 3,2000.0,99.63
11227,Trials of Mana,1995.0,85.67
11230,StarLancer,2000.0,77.89
11244,Rez,2001.0,87.1
11247,Duck Game,2014.0,84.65
11250,Shift Happens,2017.0,79.75
11259,Alien Nations,1999.0,85.16
11270,The Cat Lady,2012.0,97.18
11328,Shadow Complex,2009.0,85.83
11374,Creatures,1990.0,97.06
11394,Steins;Gate 0,2015.0,88.17
11397,Yakuza 0,2015.0,86.77
11416,Persona 3 Portable,2009.0,89.63
11417,Odallus: The Dark Call,2015.0,89.85
11437,Persona 3 FES,2007.0,89.72
11459,Stella Glow,2015.0,83.12
11565,JoJo's Bizarre Adventure: Eyes of Heaven,2015.0,76.64
11575,Arma II: DayZ,2012.0,85.73
11594,Disgaea 5: Alliance of Vengeance,2015.0,84.01
11610,Disgaea: Hour of Darkness,2003.0,87.57
11612,BlazBlue: Chrono Phantasma Extend,2014.0,87.3
11621,The Lost Crown,2008.0,69.91
11631,HIVESWAP: Act 1,2017.0,87.11
11650,NHL 96,1995.0,96.27
11654,P.T.,2014.0,85.77
11658,Yo-Kai Watch 2: Bony Spirits,2014.0,76.08
11737,Outer Wilds,2019.0,87.84
11772,Shadowrun: Hong Kong,2015.0,82.67
11783,Cave Story 3D,2011.0,86.01
11800,Divinity: Original Sin II,2017.0,89.56
11828,7th Dragon III Code: VFD,2015.0,85.01
11845,Turrican II: The Final Fight,1991.0,89.9
11885,Action Fighter,1986.0,96.78
11987,.hack//G.U. Vol. 1: Rebirth,2006.0,78.04
12071,Eye of the Beholder II: The Legend of Darkmoon,1991.0,87.6
12089,Fantastic Dizzy,1993.0,89.65
12151,Kindred Spirits on the Roof,2012.0,98.5
12328,Fate/stay night,2004.0,91.12
12329,Fate/hollow ataraxia,2005.0,97.4
12382,Fate/Extra,2010.0,82.19
12423,Ecstatica,1994.0,85.16
12443,Magic: The Gathering,1997.0,89.75
12497,4D Sports Boxing,1991.0,89.3
12503,The Witcher 3: Wild Hunt - Hearts of Stone,2015.0,93.12
12517,Undertale,2015.0,92.81
12579,Danganronpa V3: Killing Harmony,2017.0,88.79
12586,Exolon,1987.0,88.71
12672,Lotus III: The Ultimate Challenge,1992.0,92.92
12765,Shanghai,1986.0,89.8
12861,T2: The Arcade Game,1991.0,85.67
12987,System Shock: Enhanced Edition,2015.0,92.68
13074,MicroProse Formula One Grand Prix,1991.0,89.66
13093,Choice of Robots,2014.0,77.99
13100,Super Amazing Wagon Adventure,2012.0,83.47
13137,The Sims Medieval: Pirates and Nobles,2011.0,88.39
13152,The Sims Online,2002.0,86.61
13155,Rage of Mages II: Necromancer,1999.0,89.92
13166,The Witcher 3: Wild Hunt - Blood and Wine,2016.0,94.76
13177,The Binding of Isaac: Afterbirth,2015.0,90.24
13178,Divinity II: The Dragon Knight Saga,2010.0,84.65
13226,Keep Talking and Nobody Explodes,2015.0,85.63
13257,Sensible Soccer: European Champions,1992.0,85.11
13350,Auf Wiedersehen Monty,1987.0,94.95
13547,Waves,2011.0,85.0
13620,Guilty Gear Xrd: Revelator,2015.0,87.47
13676,Legend of Legaia,1998.0,88.11
13679,Alien vs. Predator,1994.0,88.85
13690,Mass Effect 3: Citadel,2013.0,91.32
13923,Borderlands 2: Tiny Tina's Assault on Dragon Keep,2013.0,84.79
13925,Borderlands 2: The Horrible Hunger of the Ravenous Wattle Gobbler,2013.0,89.5
13926,Borderlands 2: How Marcus Saved Mercenary Day,2013.0,89.6
13927,Borderlands 2: Mad Moxxi and the Wedding Day Massacre,2014.0,89.14
13928,Borderlands 2: Sir Hammerlock vs. the Son of Crawmerax,2014.0,89.41
14173,Heroes of Might and Magic III: Horn of the Abyss,2003.0,99.55
14177,Divinity: Original Sin - Enhanced Edition,2015.0,88.13
14411,Forbidden Siren 2,2006.0,83.42
14437,The Old City: Leviathan,2014.0,87.35
14481,Oh No! More Lemmings,1991.0,89.86
14542,The Binding of Isaac: Wrath of the Lamb,2012.0,85.09
14544,The Stanley Parable Demonstration,2013.0,88.07
14593,Hollow Knight,2017.0,92.64
14647,Bloodborne: The Old Hunters,2015.0,91.07
14697,Teenage Mutant Ninja Turtles: Turtles in Time,1991.0,63.73
14701,PAC-MAN 256,2015.0,80.73
14717,Etrian Odyssey II: Heroes of Lagaard,2008.0,84.01
14718,Etrian Odyssey III: The Drowned City,2010.0,85.0
14723,Final Fantasy XIV: Heavensward,2015.0,87.34
14741,Psychonauts 2,2021.0,89.13
14891,World Conqueror 3,2015.0,90.0
15020,Arc the Lad,1995.0,89.65
15072,Landstalker: The Treasures of King Nole,1992.0,89.75
15123,Kohan: Ahriman's Gift,2001.0,94.66
15128,NightSky,2011.0,85.65
15140,Ms. Splosion Man,2011.0,84.34
15167,SteamWorld Heist,2015.0,86.5
15464,Alien: Isolation - Last Survivor,2014.0,89.78
15465,VA-11 HALL-A: Cyberpunk Bartender Action,2016.0,85.13
15467,Shin Megami Tensei: Strange Journey,2009.0,89.36
15531,Batman: Arkham Knight - Season of Infamy: Most Wanted Expansion,2015.0,82.51
15535,Galaga '88,1987.0,87.53
15559,Just Dance 2015,2014.0,82.78
15698,Metroid Dread,2021.0,85.43
15709,Odin Sphere: Leifthrasir,2016.0,87.12
15744,What's under your blanket !?,2016.0,85.46
15815,The Talos Principle: Road to Gehenna,2015.0,87.3
15839,Magical Starsign,2006.0,80.0
15841,Soldier Blade,1992.0,90.0
15843,Bahamut Lagoon,1996.0,87.43
16203,Myst: Masterpiece Edition,1999.0,86.43
16305,My Singing Monsters,2012.0,83.5
16310,INFRA,2016.0,79.21
16328,Hidden in Plain Sight,2015.0,82.98
16480,Loren the Amazon Princess,2012.0,89.76
16538,Samurai Gunn,2013.0,83.02
16585,Dragon Quest V,1992.0,86.92
16617,Super Mario World: Super Mario Advance 2,2001.0,90.74
16665,The Legend of Heroes: Trails in the Sky SC,2006.0,84.5
16730,J.U.L.I.A.: Among the Stars,2014.0,87.82
16748,Super Mario Advance 4: Super Mario Bros. 3,2003.0,88.59
16840,Saturday Morning RPG,2012.0,90.0
16867,Epic Battle Fantasy 4,2014.0,90.0
16983,Dungeon Crawl Stone Soup,2006.0,90.14
17000,Stardew Valley,2016.0,89.72
17011,Subterrain,2016.0,78.51
17224,Deponia: The Complete Journey,2014.0,86.84
17467,IS Defense,2016.0,55.0
17573,Geometry Wars 3: Dimensions Evolved,2014.0,89.87
18056,Breath of Fire: Dragon Quarter,2002.0,86.82
18058,Kim Kardashian: Hollywood,2013.0,90.0
18074,OpenTTD,2004.0,86.78
18131,Frozen Free Fall,2013.0,90.0
18136,Hot Date,2015.0,90.0
18150,Mortal Kombat XL,2016.0,87.84
18165,Command & Conquer: The First Decade,2006.0,70.49
18182,Momodora: Reverie Under the Moonlight,2016.0,86.91
18189,Downfall,2016.0,88.97
18197,Azure Striker GUNVOLT 2,2016.0,84.94
18211,Labyrinth,2016.0,81.05
18221,Kirby: Planet Robobot,2016.0,85.03
18224,Etrian Odyssey V: Beyond the Myth,2016.0,85.91
18314,Worms: Open Warfare 2,2007.0,86.51
18337,Dofus,2004.0,80.29
18370,Disgaea 3: Absence of Detention,2011.0,88.6
18453,The Stanley Parable Mod,2011.0,87.59
18597,Clubhouse Games,2005.0,80.01
18698,Rage Racer,1996.0,79.9
18699,Ridge Racer Type 4,1998.0,89.89
18730,Cataclysm: Dark Days Ahead,2013.0,90.12
18735,Ninja Gaiden Black,2005.0,90.75
18808,Bucky O'Hare,1992.0,88.71
18829,Planet Coaster,2016.0,85.85
18870,Championship Manager 4,2003.0,94.98
18872,Championship Manager: Season 99/00,1999.0,89.94
18924,Overpower,2016.0,75.81
18967,Valkyria Chronicles Remastered,2014.0,86.16
18984,"Hot Dogs, Horseshoes & Hand Grenades",2016.0,90.0
19009,Shadow Complex Remastered,2016.0,82.28
19069,Imperishable Night,2004.0,95.95
19085,Shadow Tactics: Blades of the Shogun,2016.0,88.66
19118,Clash at Demonhead,1989.0,89.0
19121,Guacamelee! Gold Edition,2013.0,91.81
19131,Shin Megami Tensei: Devil Survivor Overclocked,2011.0,87.64
19150,Vagante,2018.0,79.83
19190,MechWarrior 3,1999.0,89.5
19293,Motorsport Manager,2014.0,87.73
19297,Ken Follett's: The Pillars of the Earth,2017.0,81.92
19325,Neon Space,2016.0,91.83
19334,Final Fantasy: Brave Exvius,2015.0,79.97
19351,Disciples II: Gallean's Return,2006.0,85.56
19394,Blackwood Crossing,2017.0,83.44
19409,Farming Simulator 17,2016.0,75.68
19456,Ori and the Blind Forest: Definitive Edition,2016.0,86.65
19457,The Elder Scrolls V: Skyrim Special Edition,2016.0,84.44
19526,Township,2013.0,90.0
19560,God of War,2018.0,96.93
19564,Death Stranding,2019.0,86.42
19565,Marvel's Spider-Man,2018.0,89.76
19598,BOXBOXBOY!,2016.0,81.31
19636,Dynasty Warriors 6: Empires,2009.0,67.51
19686,Resident Evil 2,2019.0,90.93
19728,HUNTDOWN,2020.0,85.66
19729,Mr. Shifty,2017.0,76.58
19803,Ride 2,2016.0,74.01
19839,BioShock: The Collection,2016.0,85.66
19874,Mega Man Legacy Collection,2015.0,86.96
19875,Football Manager 2016,2015.0,84.62
19897,Lucy -The Eternity She Wished For-,2016.0,81.01
19910,Dance Central 3,2012.0,86.01
19924,Dark Souls II: Crown of the Sunken King,2014.0,85.29
19942,Stephen's Sausage Roll,2016.0,93.72
19947,Color Guardians,2015.0,78.03
19959,God of War III: Remastered,2015.0,83.79
19984,Stretchmo,2015.0,83.63
19994,Ratchet & Clank Collection,2012.0,86.82
20065,Resident Evil 4 HD,2011.0,87.25
20068,God of War Collection,2009.0,83.77
20113,Jak and Daxter Collection,2012.0,81.83
20189,Dragon Age: Inquisition - Trespasser,2015.0,84.34
20192,Contra: Hard Corps,1994.0,85.47
20196,Metal Gear Solid: The Legacy Collection,2013.0,93.39
20203,Codename: Panzers - Phase Two,2005.0,84.0
20341,Dark Souls II: Crown of the Ivory King,2014.0,86.29
20545,Devil May Cry 3: Dante's Awakening – Special Edition,2006.0,88.97
20566,Carnivores: Ice Age,2001.0,65.0
20622,Resident Evil: Code Veronica X HD,2011.0,77.31
20655,Final Fantasy VI Advance,2006.0,87.09
20734,Devil May Cry HD Collection,2012.0,85.7
20740,The Witcher 2: Assassins of Kings - Enhanced Edition,2012.0,87.8
20741,Metal Gear Solid HD Collection,2011.0,86.87
20744,Ōkami HD,2012.0,89.49
20749,Hitman HD Trilogy,2013.0,72.51
20834,Batman: Arkham City - Armored Edition,2012.0,85.61
20880,Castle Crashers Remastered,2015.0,84.14
20970,SoulCalibur II HD Online,2013.0,87.81
20979,Fossil Fighters: Champions,2010.0,73.75
21014,Zero Gunner 2,2001.0,82.5
21040,Dark Souls: Prepare to Die Edition,2012.0,86.53
21073,Metal Gear Solid: Snake Eater 3D,2012.0,86.91
21084,ICO & Shadow Of The Colossus Collection,2011.0,92.78
21184,Klonoa,2009.0,80.49
21206,Avalon Code,2008.0,77.51
21669,Virtua Fighter 5: Final Showdown,2010.0,85.74
21704,Batman: Arkham City - Game of the Year Edition,2012.0,93.66
21715,Prince of Persia Trilogy HD,2011.0,85.91
21737,Pac-Man: Championship Edition DX,2010.0,95.26
21762,Dying Light: The Following - Enhanced Edition,2016.0,88.11
21798,Portal: Still Alive,2008.0,91.86
21838,Guardian Heroes,1996.0,86.38
21874,Tears To Tiara II: Heir Of The Overlord,2013.0,82.51
21892,Fallout 3: Game of the Year Edition,2009.0,91.45
21970,Neon Space 2,2016.0,53.21
21972,"The Secret Monster Society: Chapter 1 - Monsters, Fires and Forbidden Forests",2016.0,85.13
21988,Dark Souls: Artorias of the Abyss,2012.0,89.78
22066,Silent Hill 2: Restless Dreams,2001.0,90.02
22144,Icycle: On Thin Ice,2013.0,85.0
22239,Virtua Fighter 4: Evolution,2003.0,86.64
22439,The Witcher 3: Wild Hunt - Game of the Year Edition,2016.0,99.09
22461,Gotta Protectors,2016.0,90.0
22500,Tails,2016.0,85.24
22555,Attack the Light!,2015.0,90.0
22686,Inazuma Eleven GO Strikers 2013,2012.0,86.08
22705,DragonVale,2011.0,90.0
22754,Assassin's Creed: Ezio Trilogy,2012.0,89.93
22778,Outward,2019.0,71.39
22958,Last Window: The Secret of Cape West,2010.0,88.02
22984,Melty Blood Actress Again,2008.0,86.32
23048,Tapper,1983.0,87.84
23095,Moero! Nekketsu Rhythm Damashii Osu! Tatakae! Ouendan 2,2007.0,86.72
23158,Dark Souls III: Ashes of Ariandel,2016.0,80.85
23190,Goat Simulator GoatZ,2015.0,90.0
23192,Goat Simulator PAYDAY,2016.0,90.0
23294,realMyst: Masterpiece Edition,2014.0,77.01
23322,The Legend of Heroes: Trails from Zero,2010.0,87.84
23323,The Legend of Heroes: Trails to Azure,2011.0,96.28
23427,Angry Birds Transformers,2014.0,85.0
23499,Earth's Dawn,2015.0,77.63
23501,88 Heroes,2017.0,83.26
23701,A Tale in the Desert,2003.0,87.58
23717,Will Rock,2003.0,76.44
23851,Wandersong,2018.0,89.2
23910,Shovel Knight: Specter of Torment,2017.0,86.61
23954,Assassin's Creed: The Ezio Collection,2016.0,79.68
23957,Stardust Galaxy Warriors: Stellar Climax,2016.0,82.5
24080,Utawarerumono,2002.0,88.61
24223,Resident Evil 4: Ultimate HD Edition,2014.0,85.14
24413,Micro Machines V3,1997.0,89.7
24417,Eastward,2021.0,85.47
24427,Sunless Skies,2019.0,85.66
24481,Football Manager 2017,2016.0,84.74
24493,Fate/Grand Order,2015.0,98.35
24512,Ostriv,2020.0,90.28
24645,Osu! Tatakae! Ouendan,2005.0,88.66
24723,Unreal Tournament: Game of the Year Edition,2000.0,87.17
24869,Resident Evil,2002.0,83.9
24891,Atari Flashback Classics Vol. 1,2016.0,82.34
24917,Lone Echo,2017.0,89.68
24930,OFF,2008.0,96.89
24952,Disney Magical World 2,2016.0,84.17
24962,Atari Flashback Classics Vol. 2,2016.0,80.25
25076,Red Dead Redemption 2,2018.0,94.74
25100,Luminous Arc 3,2009.0,85.0
25253,Maldita Castilla EX,2016.0,84.46
25358,Deus Ex: Game of the Year Edition,2000.0,93.68
25513,Pilot Brothers,1997.0,94.83
25532,Fallout: New Vegas - Ultimate Edition,2012.0,90.06
25572,Ladykiller in a Bind,2016.0,80.57
25599,Monster Boy and the Cursed Kingdom,2018.0,84.4
25632,SUPERHOT VR,2016.0,84.25
25649,Voodoo Vince: Remastered,2017.0,78.88
25651,Darkest Dungeon: The Crimson Court,2017.0,89.04
25838,The Isle,2015.0,90.59
25843,Wick,2015.0,83.0
26127,Baby Eater,2016.0,90.0
26143,Rogue Trip: Vacation 2012,1998.0,87.57
26176,Picross 3D: Round 2,2015.0,84.17
26192,The Last of Us Part II,2020.0,94.54
26195,WipEout: Omega Collection,2017.0,88.68
26226,Celeste,2018.0,90.3
26255,Overcooked!: The Festive Seasoning,2016.0,90.85
26384,E.X. Troopers,2012.0,90.0
26451,Robo Recall,2017.0,89.39
26472,Disco Elysium,2019.0,92.87
26625,Final Fantasy XIV: Stormblood,2017.0,87.04
26673,OMORI,2020.0,85.51
26700,Raging Loop,2015.0,88.84
26758,Super Mario Odyssey,2017.0,94.25
26766,Xenoblade Chronicles 2,2017.0,88.32
26775,Shin Megami Tensei V,2021.0,87.8
26795,Estranged: Act I,2014.0,85.03
26805,Xenosaga I & II,2006.0,87.0
26834,Utawarerumono: Mask of Truth,2016.0,83.47
26840,Fire Emblem Echoes: Shadows of Valentia,2017.0,83.41
26845,Fire Emblem: Three Houses,2019.0,90.82
26848,Shovel Knight: Treasure Trove,2019.0,87.73
26916,Dark Souls III: The Ringed City,2017.0,87.8
26940,The Banner Saga 3,2018.0,88.95
26974,Heartbound,2018.0,91.54
27028,Deemo,2013.0,85.56
27033,Poochy & Yoshi's Woolly World,2017.0,83.55
27034,Linelight,2017.0,93.89
27035,Candleman,2017.0,83.34
27072,Causality,2017.0,90.0
27129,Yo-Kai Watch 2: Psychic Specters,2014.0,81.75
27241,Shovel Knight: King of Cards,2019.0,91.78
27258,Culdcept Revolt,2016.0,83.38
27304,Ys VIII: Lacrimosa of Dana,2016.0,87.55
27396,Super Cloudbuilt,2017.0,82.51
27397,VOEZ,2016.0,87.01
27436,Kingdom Two Crowns,2018.0,85.65
27461,Top Gear,1992.0,85.58
27499,Distraint 2,2018.0,89.32
27667,Cosmic Star Heroine,2017.0,83.79
27677,Bullet Soul,2011.0,81.5
27685,Soda Dungeon,2015.0,85.16
27762,Paradigm,2017.0,87.76
27820,Sid Meier's Civilization III: Complete,2004.0,91.29
27844,The Elder Scrolls IV: Oblivion - Game of the Year Edition Deluxe,2009.0,96.25
27845,The Elder Scrolls IV: Oblivion - Game of the Year Edition,2007.0,89.8
27857,Assassin's Creed II: Deluxe Edition,2010.0,94.85
27862,Batman: Arkham Asylum - Game of the Year Edition,2010.0,88.24
27867,Unavowed,2018.0,82.94
27911,Dragon Age: Origins - Ultimate Edition,2010.0,86.54
27916,Collection of Mana,2017.0,85.25
27930,Warhammer Quest 2: The End Times,2017.0,90.0
27959,Shin Megami Tensei: Strange Journey Redux,2017.0,84.12
27979,Kingdom Hearts HD 1.5 + 2.5 ReMIX,2017.0,87.69
28028,Total War: Warhammer II,2017.0,87.25
28073,A Mortician's Tale,2017.0,83.84
28129,Senran Kagura Reflexions,2017.0,68.34
28142,Druidstone: The Secret of the Menhir Forest,2019.0,87.8
28160,ATOM RPG,2018.0,91.39
28176,NARUTO SHIPPUDEN: Ultimate Ninja STORM Trilogy,2017.0,83.5
28210,Dark Souls III: The Fire Fades Edition,2017.0,87.89
28222,Nancy Drew: The Deadly Device,2012.0,90.0
28323,Mega Man Legacy Collection 2,2017.0,83.29
28337,13 Sentinels: Aegis Rim,2019.0,88.95
28389,Plok,1993.0,85.69
28412,ACA NEOGEO SHOCK TROOPERS,2017.0,90.0
28710,Crash of Cars,2017.0,90.0
28738,The Vagrant,2017.0,86.4
28896,Critical Ops,2016.0,90.0
28935,orbt xl,2017.0,90.0
28955,SimCity 3000 Unlimited,2000.0,89.71
28972,Neverwinter Nights 2: Platinum,2010.0,85.97
28981,"Warhammer 40,000: Dawn of War - Game of the Year Edition",2007.0,85.13
29211,Stronghold Crusader HD,2013.0,89.83
29586,Wulverblade,2017.0,78.0
29920,Nancy Drew: Sea of Darkness,2015.0,90.0
29927,Nancy Drew: The Silent Spy,2013.0,90.0
29961,Lost Grimoires 2: Shard of Mystery,2017.0,90.0
30155,Rocksmith 2014 Edition - Remastered,2016.0,92.19
30237,Fortress Forever,2007.0,91.19
